method,depth,train_data,complexity_penalty,timeout,test_data,time,train_r2,test_r2,leaves,terminal_calls
streed_pwsl_terminal1,3,auto_mpg,0.1,1000,auto_mpg,0.007644,0.8180305937250658,0.8180305937250658,2,29
streed_pwsl_terminal1,3,enb-cool,0.0001,1000,enb-cool,0.020768,0.9671901734344808,0.9671901734344808,8,39
streed_pwsl_terminal1,3,enb-cool,0.001,1000,enb-cool,0.022091,0.9671901734344808,0.9671901734344808,8,43
streed_pwsl_terminal1,3,enb-cool,0.01,1000,enb-cool,0.020841,0.9457839921871868,0.9457839921871868,4,41
streed_pwsl_terminal1,3,enb-cool,0.1,1000,enb-cool,0.002238,0.9028214132496062,0.902821413249606,2,1
streed_pwsl_terminal1,3,enb-heat,0.0001,1000,enb-heat,0.016802,0.9890736237392722,0.9890736237392722,8,31
streed_pwsl_terminal1,3,enb-heat,0.001,1000,enb-heat,0.016087,0.9890736237392722,0.9890736237392722,8,32
streed_pwsl_terminal1,3,enb-heat,0.01,1000,enb-heat,0.019515,0.9653422826286886,0.9653422826286886,4,37
streed_pwsl_terminal1,3,enb-heat,0.1,1000,enb-heat,0.003579,0.9159954036387286,0.9159954036387286,2,1
streed_pwsl_terminal1,3,optical,0.0001,1000,optical,0.015335,0.9948701429095588,0.9948701429095588,2,29
streed_pwsl_terminal1,3,optical,0.001,1000,optical,0.015841,0.9948701429095588,0.9948701429095588,2,29
streed_pwsl_terminal1,3,optical,0.01,1000,optical,0.005543,0.9948701429095588,0.9948701429095588,2,29
streed_pwsl_terminal1,3,optical,0.1,1000,optical,0.005168,0.9948701429095588,0.9948701429095588,2,29
streed_pwsl_terminal1,3,real-estate,0.0001,1000,real-estate,0.027132,0.7832128367441324,0.7832128316052147,8,60
streed_pwsl_terminal1,3,real-estate,0.001,1000,real-estate,0.026298,0.7832128367441324,0.7832128316052147,8,60
streed_pwsl_terminal1,3,real-estate,0.01,1000,real-estate,0.028837,0.7832128367441324,0.7832128316052147,8,68
streed_pwsl_terminal1,3,real-estate,0.1,1000,real-estate,0.023346,0.5899926376939022,0.5899926376930253,2,54
streed_pwsl_terminal1,3,seoul-bike,0.0001,1000,seoul-bike,0.294871,0.671812341220845,0.6718123412208445,8,72
streed_pwsl_terminal1,3,seoul-bike,0.001,1000,seoul-bike,0.328515,0.671812341220845,0.6718123412208445,8,73
streed_pwsl_terminal1,3,seoul-bike,0.01,1000,seoul-bike,0.271497,0.6640689754842595,0.6640689754842592,7,79
streed_pwsl_terminal1,3,seoul-bike,0.1,1000,seoul-bike,0.247036,0.4624540399272003,0.4624540399272003,2,65
streed_pwsl_terminal1,3,servo,0.0001,1000,servo,0.00131,0.80515582717882,0.80515582717882,6,18
streed_pwsl_terminal1,3,servo,0.001,1000,servo,0.001297,0.80515582717882,0.80515582717882,6,18
streed_pwsl_terminal1,3,servo,0.01,1000,servo,0.001304,0.8011192254863182,0.8011192254863182,5,18
streed_pwsl_terminal1,3,servo,0.1,1000,servo,0.001279,0.7070836354836652,0.707083635483665,3,17
streed_pwsl_terminal1,3,sync,0.0001,1000,sync,0.001009,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,3,sync,0.001,1000,sync,0.001037,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,3,sync,0.01,1000,sync,0.001044,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,3,sync,0.1,1000,sync,0.001036,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,3,yacht,0.0001,1000,yacht,0.019922,0.9960374753000522,0.9960374753000522,8,59
streed_pwsl_terminal1,3,yacht,0.001,1000,yacht,0.021391,0.994520112076204,0.994520112076204,5,70
streed_pwsl_terminal1,3,yacht,0.01,1000,yacht,0.016864,0.9807875576412368,0.9807875576412368,2,60
streed_pwsl_terminal1,3,yacht,0.1,1000,yacht,0.003167,0.9807875576412368,0.9807875576412368,2,38
